,X,Y,Vel,Cov, 
688,40.8312,798.576,2365.72,1,
689,-4.12899,799.426,682.832,1,
690,-4.05673,799.727,655.221,1,
691,-2.61321,799.68,586.521,1,
692,5.38249,799.433,573.143,0,
693,51.0878,799.083,1736.7,0,
694,8.29124,799.531,784.733,1,
695,8.66633,799.051,889.147,1,
696,0.658467,798.734,817.879,1,
697,0.965492,799.494,715.55,1,
698,1.1822,799.097,740.159,1,
699,16.5697,798.743,3402.72,1,
700,16.7362,799.123,3349.39,1,
701,18.6613,798.77,2939.98,1,
702,18.7266,799.056,2897.55,1,
703,4.5576,799.416,626.577,1,
704,4.31049,799.298,650.302,1,
705,31.7655,799.076,1152.79,1,
706,34.1985,798.628,1405.9,1,
707,29.353,798.789,1145.03,1,
708,30.1896,798.736,1192.2,1,
709,20.9596,799.143,2089.54,1,
710,21.0778,798.759,2081.37,1,
711,29.9151,799.268,1100.96,1,
712,30.1866,799.092,1126.35,1,
713,29.3531,799.182,1066.56,1,
714,28.9719,798.604,1153.26,1,
715,10.9584,799.258,1526.46,1,
716,11.215,799.172,1643.71,1,
717,35.043,798.843,1535.3,1,
718,34.8593,798.377,1587.99,1,
719,36.0248,797.423,2090.72,1,
720,39.5691,798.427,2358.45,1,
721,27.9816,798.96,1055.65,1,
722,28.9939,799.379,1017.11,1,
723,2.20155,799.572,708.179,1,
724,11.2325,798.838,1692.15,1,
725,19.0004,799.112,2814.12,1,
726,19.1427,798.885,2777.2,1,
727,6.78732,799.151,616.925,1,
728,43.3263,797.273,1661.85,0,
729,41.8731,798.994,2273.43,1,
730,41.7919,799.148,2255.29,1,
731,22.9043,798.802,1540.3,1,
732,23.5878,798.47,1446.25,1,
733,43.8186,798.297,1280.24,0,
734,49.3576,799.409,1577.82,0,
735,39.2529,798.491,2322.88,1,
736,27.2604,798.817,1098.7,1,
737,-4.74434,799.799,778.389,0,
738,50.4951,799.226,1687.4,0,
739,29.7544,798.533,1227.76,1,
740,47.1858,799.078,1284.37,0,
741,39.8423,799.012,2290.46,1,
742,44.4495,798.165,1119.35,0,
743,45.4306,798.584,954.993,0,
744,-5.50002,799.729,873.021,0,
745,-4.25737,799.871,692.264,1,
746,50.2525,799.424,1669.07,0,
747,-4.50169,799.67,732.635,0,
748,49.6045,798.988,1610.01,0,
749,50.7426,799.352,1711.87,0,
750,41.624,797.571,2536.68,1,
751,36.4338,798.653,1873.46,1,
752,26.5093,799.325,1071.12,1,
753,26.0536,798.69,1145.24,1,
754,24.582,798.957,1222.93,1,
755,24.8986,798.911,1192.79,1,
756,-0.83459,799.861,699.35,1,
757,-1.41414,799.759,670.38,1,
758,26.343,798.66,1146.64,1,
759,26.699,799.211,1075.88,1,
760,39.1666,797.949,2426.32,1,
761,44.7417,798.777,965.691,1,
762,3.1109,799.119,700.057,1,
763,5.5862,798.871,641.404,0,
764,10.7306,797.154,1784.41,1,
765,9.50534,798.24,1185.24,1,
766,5.93922,799.8,516.321,1,
767,10.7137,799.025,1461.69,1,
768,16.645,798.493,3433.62,1,
769,19.8575,798.982,2492.21,1,
770,16.7465,798.903,3378.59,1,
771,17.0444,798.616,3405.16,1,
772,18.3891,798.728,3065.87,1,
773,18.9006,798.636,2862.19,1,
774,6.19749,798.668,655.678,1,
775,5.09588,799.067,628.376,1,
776,20.7367,799.003,2152.35,1,
777,20.7867,798.751,2151.27,1,
778,7.4832,798.997,697.722,1,
779,4.11099,799.798,614.779,1,
780,34.8055,798.699,1515.88,1,
781,34.266,798.276,1493.59,1,
782,37.8738,798.463,2185.65,1,
783,40.3527,798.258,2418.26,1,
784,28.3583,799.094,1042.84,1,
785,28.6773,798.783,1102.9,1,
786,28.3858,798.668,1107.3,1,
787,28.6306,799.05,1054.74,1,
788,37.1886,798.055,2117.26,1,
789,41.9602,798.987,2259.32,1,
790,-7.56847,799.579,1037.93,0,
791,6.5329,799.637,555.566,1,
792,50.0997,798.987,1656.16,0,
793,50.5902,798.556,1701.35,0,
794,25.4628,798.604,1177.82,1,
795,27.88,798.364,1142.48,1,
796,-3.66853,799.417,612.747,1,
797,13.6553,798.283,3024.28,1,
798,26.4525,798.922,1118.16,1,
799,26.6584,798.956,1101.56,1,
800,26.8805,798.512,1147.74,1,
801,26.8272,798.824,1111.11,1,
802,26.6021,798.383,1181.39,1,
803,27.4931,798.935,1066.56,1,
804,10.6852,798.284,1552.64,1,
805,9.61203,799.369,1053.77,1,
806,9.20986,798.964,1003.08,1,
807,39.9701,795.848,3191.41,1,
808,-0.774791,799.043,773.937,1,
809,30.9135,797.417,1429.49,1,
810,16.3053,798.802,3386.1,1,
811,16.9024,798.44,3437.86,1,
812,16.9166,798.112,3472.35,1,
813,21.5669,798.557,1971.09,1,
814,8.35215,799.251,810.184,1,
815,7.94892,799.037,760.518,1,
816,18.1484,798.42,3175.74,1,
817,23.9325,798.1,1453.02,1,
818,7.64411,799.197,696.335,1,
819,16.2104,798.3,3450.5,1,
820,33.6877,798.578,1354.5,1,
821,35.6026,798.511,1715.94,0,
822,40.74,798.753,2329.35,1,
823,45.9791,795.363,1814.11,0,
824,27.7746,798.775,1085.1,1,
825,32.1889,797.999,1340.41,1,
826,9.0865,798.126,1107.53,1,
827,44.8835,797.049,1440.29,0,
828,-5.07764,799.528,827.004,0,
829,5.72519,799.172,592.198,1,
830,47.5802,799.315,1354.27,0,
831,52.0732,798.935,1790.06,0,
832,25.7804,798.415,1193.59,1,
833,28.5283,798.05,1238.08,1,
834,27.1775,798.471,1143.83,1,
835,27.5156,798.177,1191.05,1,
836,0.331635,797.832,1042.06,1,
837,-1.22238,798.804,762.886,1,
838,2.2885,798.322,866.389,1,
839,37.4674,797.676,2274.97,1,
840,7.25125,799.057,664.217,1,
841,25.7171,796.738,1561.61,1,
842,15.7445,798.928,3322.12,1,
843,16.0972,798.56,3402.76,1,
844,1.57623,798.642,799.787,1,
845,16.4937,798.292,3461.82,1,
846,6.63095,797.387,908.154,1,
847,17.2653,798.046,3475.12,1,
848,16.6508,798.011,3492.71,1,
849,17.8004,798.523,3313.47,1,
850,20.2078,798.272,2438.09,1,
851,21.234,798.513,2071.92,1,
852,39.9502,793.362,3721.23,1,
853,4.58834,798.823,682.855,1,
854,25.6187,797.503,1408.23,1,
855,13.8209,798.96,2955.03,1,
856,46.9624,796.931,1516.92,0,
857,44.1188,797.396,1405.52,0,
858,7.36749,798.384,751.017,1,
859,6.35396,797.858,797.67,1,
860,29.9942,797.31,1463.55,1,
861,28.7023,796.575,1623.53,1,
862,7.58168,799.39,679.574,1,
863,4.76237,799.308,622.58,1,
864,16.9639,798.83,3382.42,1,
865,17.2884,798.634,3392.8,1,
866,10.995,797.83,1782.12,1,
867,10.2257,798.259,1356.61,1,
868,4.14513,799.446,640.758,1,
869,5.39837,799.667,561.593,1,
870,20.6263,796.037,2857.5,1,
871,43.517,796.24,1868.26,0,
872,1.94056,799.284,732.418,1,
873,5.24929,798.831,655.293,1,
874,5.14956,796.514,1160.18,1,
875,8.33088,798.393,920.104,1,
876,7.22532,799.305,644.574,1,
877,2.0003,798.66,807.585,1,
878,2.71602,798.479,813.517,1,
879,43.1361,796.72,1856.36,0,
880,20.2747,796.583,2816.3,1,
881,6.52171,799.205,584.248,1,
882,2.8358,796.189,1402.49,1,
883,6.94562,798.529,691.659,1,
884,22.0285,797.023,2206.37,1,
885,3.7238,797.515,955.835,1,
886,20.3314,795.334,3131.42,1,
887,10.4463,799.107,1312.06,1,
888,4.01384,796.914,1110.45,1,
889,0.896253,799.021,765.157,1,
890,9.27093,797.289,1291.57,1,
891,1.29395,798.228,872.079,1,
892,8.15677,798.694,835.444,1,
893,19.6711,795.299,3350.81,1,
894,46.8257,793.159,2137.95,0,
895,11.9903,797.543,2305.06,1,
896,8.90107,798.83,959.553,1,
897,3.41057,798.899,718.755,0,
898,28.4224,795.567,1978.68,1,
899,37.5892,796.633,2595.79,1,
900,26.3524,795.065,2165.53,1,
901,8.60392,796.438,1358.96,1,
902,29.7155,794.517,2350.25,1,
903,40.7943,794.667,3190.12,1,
904,49.98,791.556,2154.43,0,
905,4.09142,798.041,850.839,1,
906,4.8864,797.866,827.82,1,
907,4.81295,799.062,642.314,1,
908,0.756293,799.311,743.652,1,
909,0.277533,798.842,839.406,1,
910,3.44444,798.499,780.385,0,
911,45.8496,796.859,1471.0,0,
912,0.50865,799.372,756.502,1,
913,0.267676,799.191,793.49,1,
914,9.18934,796.724,1403.47,1,
915,22.5508,796.585,2173.47,1,
916,4.69843,798.52,721.751,1,
917,20.7117,792.674,4096.13,1,
918,25.0906,796.482,1691.69,1,
919,6.53922,798.352,700.727,1,
920,33.0864,796.584,1780.03,1,
921,9.87731,797.95,1302.9,1,
922,14.9183,796.28,3698.29,1,
923,11.6063,797.977,2029.13,1,
924,48.1321,797.087,1585.21,0,
925,6.97556,798.925,653.509,1,
926,17.4951,798.392,3407.57,1,
927,17.8062,798.876,3301.55,1,
928,15.8292,797.014,3632.59,1,
929,16.9588,797.068,3614.39,1,
930,8.29311,798.93,819.153,1,
931,19.4261,796.957,3009.96,1,
932,14.3107,793.993,3837.82,1,
933,15.5923,793.881,4136.59,1,
934,8.20596,799.75,760.511,1,
935,4.00088,798.815,732.974,1,
936,0.507079,797.22,1205.52,1,
937,26.3274,796.489,1611.27,1,
938,17.6148,794.581,3938.51,1,
939,1.55696,797.726,977.746,1,
940,19.2198,794.734,3645.67,1,
941,-4.33163,797.238,942.503,0,
942,3.63548,796.322,1343.67,1,
943,11.1759,796.683,2091.26,1,
944,9.64947,798.614,1169.48,1,
945,-0.134763,798.656,919.741,1,
946,8.99241,799.597,911.285,1,
947,6.43237,799.466,557.075,1,
948,1.73615,793.815,2250.44,1,
949,15.6372,797.958,3459.46,1,
950,8.43745,799.724,809.44,1,
951,9.40051,799.403,1004.47,1,
952,44.924,797.546,1288.62,0,
953,12.6198,798.935,2544.3,1,
954,8.97629,799.376,922.414,1,
955,11.7649,798.478,2057.52,1,
956,7.8253,795.337,1665.28,1,
957,14.3446,798.701,3115.94,1,
958,5.18576,799.315,599.328,0,
959,12.1228,798.975,2258.33,1,
960,6.98558,799.377,619.938,1,
961,38.6748,796.155,2929.87,1,
962,38.556,795.45,3201.62,1,
963,16.6462,795.912,3810.75,1,
964,14.5407,796.807,3521.67,1,
965,7.22704,797.402,939.421,1,
966,15.7677,795.255,3953.02,1,
967,2.75677,798.955,749.957,1,
968,23.1154,796.856,1897.15,1,
969,45.3648,795.557,1807.16,0,
970,4.68999,796.946,1072.8,1,
971,2.46048,799.171,748.745,1,
972,29.4857,795.209,2166.3,1,
973,28.3574,796.143,1770.18,1,
974,26.9767,794.522,2356.83,1,
975,31.9361,794.95,2298.85,1,
976,2.58784,797.374,1060.99,1,
977,31.6968,796.107,1837.5,1,
978,17.7363,796.249,3624.82,1,
979,5.81938,797.806,815.787,1,
980,8.40467,797.49,1081.93,1,
981,6.05772,799.777,516.803,1,
982,35.763,797.032,2149.69,1,
983,5.61183,798.198,747.573,1,
984,30.4882,796.508,1697.36,1,
985,-0.728597,797.854,950.025,1,
986,8.14651,799.517,759.067,1,
987,12.3822,799.117,2398.56,1,
988,4.29065,798.951,689.229,1,
989,24.656,797.119,1577.11,1,
990,30.5088,797.015,1519.0,1,
991,40.7187,795.94,3145.46,1,
992,0.788129,798.287,892.394,1,
993,-4.60772,792.875,1445.9,0,
994,47.3794,795.075,1825.51,0,
995,18.5642,794.88,3739.78,1,
996,43.9022,795.086,2056.89,0,
997,22.3992,795.798,2451.88,1,
998,9.50757,798.891,1086.19,1,
999,-3.49398,797.863,841.502,1,
1000,23.9172,795.97,2042.35,1,
1001,16.3913,797.781,3533.33,1,
1002,8.10535,797.935,947.287,1,
1003,33.2612,795.921,1987.01,1,
1004,17.4216,795.085,3849.22,1,
1005,27.3575,795.802,1842.4,1,
1006,-4.0959,796.826,1002.5,0,
1007,4.49607,795.518,1585.61,1,
1008,41.8246,798.619,2376.06,1,
1009,46.8557,799.313,1180.42,0,
1010,36.0606,798.325,1873.69,1,
1011,15.4736,798.346,3374.92,1,
1012,13.9501,798.651,3033.92,1,
1013,33.5722,796.894,1766.67,1,
1014,14.4783,797.869,3287.43,1,
1015,2.12744,797.803,954.195,1,
1016,-1.60002,797.247,975.311,1,
1017,-2.26334,799.205,653.004,1,
1018,-6.49474,799.669,961.93,0,
1019,20.7061,798.184,2281.06,1,
1020,20.6265,798.545,2253.63,1,
1021,33.9681,798.037,1511.01,1,
1022,39.937,799.177,2286.8,1,
1023,16.0644,797.982,3481.25,1,
1024,21.0225,798.144,2182.71,1,
1025,19.6024,799.043,2569.77,1,
1026,19.9318,798.258,2557.12,1,
1027,36.4674,797.453,2153.16,1,
1028,45.2518,797.834,1179.08,0,
1029,20.2603,797.612,2564.52,1,
1030,20.4311,798.01,2422.12,1,
1031,41.348,794.194,3023.35,0,
1032,12.164,795.986,2688.19,1,
1033,45.1453,798.284,1043.3,0,
1034,12.7668,798.235,2679.99,1,
1035,1.58594,796.546,1282.16,1,
1036,18.4412,795.485,3618.92,1,
1037,22.8491,795.314,2523.83,1,
1038,53.243,798.93,1839.57,0,
1039,44.5061,794.281,2155.83,0,
1040,37.3638,793.268,3865.38,1,
1041,38.1377,798.207,2260.5,1,
1042,46.5697,799.168,1084.89,0,
1043,44.4773,797.755,1260.02,0,
1044,11.5182,798.788,1892.25,1,
1045,42.9169,793.964,2540.58,0,
1046,19.8758,797.609,2700.36,1,
1047,24.8161,798.146,1313.88,1,
1048,33.3272,798.084,1426.97,1,
1049,33.9954,796.608,1889.64,1,
1050,18.8133,790.082,5294.91,1,
1051,43.3608,795.491,2082.25,0,
1052,38.757,798.718,2234.81,1,
1053,36.0408,796.458,2353.6,1,
1054,8.50132,795.741,1602.03,1,
1055,6.24662,796.81,1039.85,1,
1056,36.6594,794.258,3343.08,1,
1057,11.0872,795.994,2235.72,1,
1058,16.3211,794.84,3992.46,1,
1059,14.8186,797.406,3446.01,1,
1060,-6.52006,797.298,1037.96,0,
1061,42.1803,795.679,2464.95,0,
1062,34.3628,791.507,4254.78,1,
1063,13.228,798.417,2859.71,1,
1064,12.7612,796.699,2831.54,1,
1065,12.6862,795.772,2960.22,1,
1066,7.53398,796.794,1103.98,1,
1067,2.14619,795.043,1785.94,1,
1068,46.5511,798.441,1201.04,0,
1069,48.9973,799.119,1551.01,0,
1070,34.3656,797.406,1729.75,1,
1071,31.9642,796.822,1622.22,1,
1072,42.3501,797.189,2133.39,1,
1073,49.8717,798.831,1636.33,0,
1074,19.9513,798.769,2471.17,1,
1075,20.3508,798.56,2346.31,1,
1076,35.114,797.595,1828.61,1,
1077,34.4109,795.626,2291.8,1,
1078,8.92981,797.619,1150.92,1,
1079,36.5123,797.885,2046.59,1,
1080,-2.18967,796.156,1141.93,1,
1081,42.5335,794.523,2542.94,0,
1082,4.99766,797.467,931.447,1,
1083,9.15374,795.338,1845.62,1,
1084,40.2077,794.616,3494.12,1,
1085,12.2201,796.556,2598.27,1,
1086,-6.37277,798.379,980.755,0,
1087,35.5836,792.915,3681.72,1,
1088,43.0035,797.661,1709.98,0,
1089,42.1458,796.257,2349.91,1,
1090,19.5139,798.555,2666.51,1,
1091,19.8016,798.534,2564.62,1,
1092,18.9772,798.337,2875.57,1,
1093,19.4512,798.005,2775.43,1,
1094,19.3247,798.29,2769.1,1,
1095,19.7705,797.994,2676.0,1,
1096,18.2841,798.032,3163.46,1,
1097,17.9725,797.54,3325.47,1,
1098,18.171,796.627,3403.31,1,
1099,41.1187,797.645,2621.3,1,
1100,44.5159,795.959,1770.79,0,
1101,13.048,796.216,3023.91,1,
1102,41.6976,795.266,2742.1,0,
1103,12.6069,797.712,2616.43,1,
1104,5.68956,796.881,1027.97,1,
1105,13.8632,797.823,3176.92,1,
1106,47.6864,796.027,1700.8,0,
1107,27.6699,796.298,1699.13,1,
1108,45.6432,797.78,1219.27,0,
1109,48.1,798.556,1444.72,0,
1110,18.7332,798.006,3010.04,1,
1111,19.5677,797.388,2863.39,1,
1112,11.6795,795.666,2531.6,1,
1113,13.5818,797.307,3202.37,1,
1114,19.2915,797.679,2877.67,1,
1115,25.9461,797.913,1276.45,1,
1116,18.2368,797.14,3286.76,1,
1117,18.7363,797.258,3140.22,1,
1118,21.2493,797.779,2207.67,1,
1119,21.6719,797.865,2069.6,1,
1120,42.5749,797.625,1959.47,1,
1121,40.7198,798.271,2421.11,1,
1122,45.7917,798.526,1033.67,0,
1123,45.9267,797.433,1331.21,0,
1124,-3.48255,798.86,681.555,1,
1125,3.76159,799.326,653.898,1,
1126,29.3327,796.605,1641.25,1,
1127,33.6615,798.235,1423.77,1,
1128,24.3526,798.296,1342.9,1,
1129,25.1041,798.538,1216.22,1,
1130,46.0305,798.832,1001.47,0,
1131,49.8238,798.427,1643.17,0,
1132,47.2523,798.645,1325.34,0,
1133,46.9315,798.364,1297.51,0,
1134,-4.30464,798.657,775.987,0,
1135,-5.99466,799.398,921.601,0,
1136,50.2553,798.21,1687.62,0,
1137,51.0439,798.584,1735.43,0,
1138,22.1767,798.353,1859.37,1,
1139,24.9944,797.647,1426.75,1,
1140,28.2501,798.314,1157.61,1,
1141,31.7609,797.929,1341.53,1,
1142,45.2955,796.643,1532.57,0,
1143,33.9804,797.607,1623.28,1,
1144,47.6119,796.658,1599.19,0,
1145,40.1315,797.354,2647.93,1,
1146,34.9943,796.083,2248.66,1,
1147,35.6572,795.923,2444.2,1,
1148,36.7469,797.123,2331.95,1,
1149,37.1191,796.17,2660.6,1,
1150,38.6999,798.394,2266.81,1,
1151,38.4412,797.341,2522.86,1,
1152,38.1986,796.669,2690.39,1,
1153,17.0936,796.417,3685.42,1,
1154,-3.90828,798.868,706.165,1,
1155,-3.34904,799.251,605.547,1,
1156,49.2219,798.837,1588.97,0,
1157,49.3385,798.434,1606.59,0,
1158,26.4784,797.911,1253.09,1,
1159,42.6206,798.911,1805.03,1,
1160,15.1613,798.963,3241.61,1,
1161,14.6648,798.38,3229.01,1,
1162,45.117,796.08,1699.0,0,
1163,48.2044,795.658,1766.31,0,
1164,-1.72564,797.913,875.564,0,
1165,18.9652,796.874,3148.42,1,
1166,46.4057,798.812,1092.77,0,
1167,48.1199,799.024,1427.96,0,
1168,48.0041,797.692,1505.41,0,
1169,38.274,798.667,2203.87,1,
1170,13.9189,796.754,3396.63,1,
1171,38.0316,797.786,2354.54,1,
1172,17.4311,797.57,3494.77,1,
1173,18.9211,797.632,3003.82,1,
1174,41.0996,795.338,3030.3,1,
1175,5.10234,795.922,1402.87,1,
1176,39.457,796.372,2973.71,1,
1177,14.62,795.594,3803.98,1,
1178,18.8273,795.964,3391.69,1,
1179,12.8135,795.201,3134.46,1,
1180,32.9065,798.932,1240.25,1,
1181,31.9161,798.621,1238.25,1,
1182,33.0593,798.34,1344.66,1,
1183,32.5065,798.529,1282.24,1,
1184,40.9147,798.88,2314.99,1,
1185,40.2692,798.947,2310.56,0,
1186,42.3226,798.021,2071.29,1,
1187,42.0607,798.694,2181.36,1,
1188,23.204,797.501,1725.85,1,
1189,26.8361,797.551,1333.45,1,
1190,41.6509,796.617,2570.08,1,
1191,-4.40266,798.185,851.918,0,
1192,44.4454,798.899,1008.02,1,
1193,51.4341,798.209,1768.88,0,
1194,15.099,798.534,3285.34,1,
1195,12.4688,798.563,2490.32,1,
1196,-4.60238,798.997,778.243,0,
1197,18.2957,791.435,4793.32,1,
1198,42.776,795.256,2349.39,0,
1199,46.4011,796.508,1560.17,0,
1200,32.741,798.262,1340.67,1,
1201,38.7758,799.144,2171.64,1,
1202,46.839,797.514,1399.0,0,
1203,33.5955,797.375,1631.16,1,
1204,45.0083,798.98,890.303,1,
1205,40.5763,798.833,2315.38,1,
1206,44.1497,796.394,1710.55,0,
1207,49.926,797.234,1708.27,0,
1208,32.2069,798.417,1288.44,1,
1209,31.5525,798.369,1255.35,1,
1210,35.6607,797.963,1853.08,1,
1211,42.8277,798.8,1700.15,1,
1212,31.1232,798.604,1202.05,1,
1213,29.2898,797.96,1307.0,1,
1214,32.769,797.547,1509.95,1,
1215,32.5292,797.899,1393.32,1,
1216,30.0653,797.79,1371.72,1,
1217,30.5781,797.912,1342.73,1,
1218,7.92727,799.371,724.858,1,
1219,13.2425,798.882,2790.55,1,
1220,13.9293,795.567,3515.3,1,
1221,12.982,797.236,2878.37,1,
1222,35.9074,797.785,1968.93,1,
1223,36.5821,796.519,2456.05,1,
1224,44.3387,796.921,1512.89,0,
1225,19.4017,795.925,3254.96,1,
1226,41.0183,798.076,2486.49,1,
1227,17.8543,795.605,3719.83,1,
1228,11.8242,796.925,2318.67,1,
1229,10.1458,797.041,1560.32,1,
1230,20.521,797.184,2580.83,1,
1231,22.0701,797.581,2036.97,1,
1232,35.7535,798.31,1812.67,1,
1233,32.6301,796.958,1626.88,1,
1234,35.9996,798.796,1777.34,1,
1235,43.7334,797.52,1488.47,0,
1236,36.7698,798.097,2037.39,1,
1237,35.2701,797.108,2000.72,1,
1238,-5.94171,798.815,932.094,0,
1239,46.282,798.107,1221.89,0,
1240,51.3855,797.706,1779.0,0,
1241,23.7949,797.629,1600.8,1,
1242,27.7894,797.268,1431.43,1,
1243,28.9586,798.224,1228.38,1,
1244,30.6526,798.408,1239.21,1,
1245,29.5032,797.19,1508.04,1,
1246,29.7045,798.083,1313.4,1,
1247,-3.21919,798.452,741.056,1,
1248,41.8922,794.566,2754.98,0,
1249,16.3896,797.28,3603.79,1,
1250,19.7104,796.506,3027.04,1,
1251,13.6058,796.2,3314.74,1,
1252,48.7562,795.742,1775.32,0,
1253,40.0462,799.161,2294.37,1,
1254,47.6268,798.414,1396.95,0,
1255,23.1248,798.426,1560.17,1,
1256,22.4109,797.928,1864.89,1,
1257,34.404,796.888,1875.54,1,
1258,48.4229,798.123,1511.65,0,
1259,29.8741,795.616,1977.81,1,
1260,49.017,798.047,1588.24,0,
1261,31.5051,797.426,1450.95,1,
1262,45.8979,798.172,1154.79,0,
1263,7.55413,797.927,866.301,1,
1264,8.12825,799.079,784.973,1,
1265,21.4472,796.801,2405.76,1,
1266,22.8786,797.929,1713.02,1,
1267,28.6352,797.611,1353.71,1,
1268,29.1597,797.546,1388.16,1,
1269,41.02,796.56,2904.76,1,
1270,6.66151,795.307,1549.13,1,
1271,15.6217,796.403,3743.25,1,
1272,9.7503,796.499,1577.62,1,
1273,45.3416,798.909,885.271,0,
1274,47.5675,797.928,1423.74,0,
1275,21.0661,797.273,2386.09,1,
1276,24.1129,797.135,1646.12,1,
1277,36.6939,798.499,1963.07,1,
1278,34.6033,798.139,1599.02,1,
1279,37.5987,798.574,2104.54,1,
1280,47.1467,797.879,1372.31,0,
1281,27.4338,797.732,1311.7,1,
1282,37.6065,798.86,2080.5,0,
1283,9.7996,797.506,1380.43,1,
1284,13.4987,795.012,3417.75,1,
1285,15.0903,795.058,3998.35,1,
1286,15.4036,797.491,3521.38,1,
1287,7.17817,796.278,1247.24,1,
1288,6.00721,799.228,577.07,1,
1289,-7.75659,794.815,1243.36,0,
1290,-6.23819,797.845,998.386,0,
1291,50.3831,797.669,1719.27,0,
1292,50.7514,794.524,1930.38,0,
1293,40.7134,797.184,2749.83,1,
1294,37.2676,797.195,2397.03,1,
1295,8.40878,794.25,2175.87,1,
1296,9.8173,795.809,1823.22,1,
1297,13.6499,794.304,3600.46,1,
1298,16.2756,794.181,4150.12,1,
1299,45.0909,790.51,2600.96,0,
1300,51.1136,796.869,1790.94,0,
1301,49.0001,794.594,1892.57,0,
1302,52.5725,796.493,1861.25,0,
1303,5.54639,795.008,1734.98,1,
1304,9.23771,793.469,2582.43,1,
1305,2.37672,796.67,1224.63,1,
1306,4.58223,794.859,1817.51,1,
1307,1.22658,797.174,1133.44,1,
1308,2.71115,795.462,1623.12,1,
1309,4.31432,793.762,2207.37,1,
1310,7.25176,794.181,2103.1,1,
1311,-0.0451153,794.08,1881.5,0,
1312,1.10859,794.04,2113.84,1,
1313,0.359043,795.951,1621.38,1,
1314,4.83409,792.4,2812.64,1,
1315,10.5777,794.837,2441.83,1,
1316,12.3285,794.769,3031.87,1,
1317,16.9627,793.706,4211.69,1,
1318,13.0525,793.831,3513.62,1,
1319,10.9756,792.689,3384.52,1,
1320,14.9873,792.255,4217.58,1,
1321,16.8562,795.224,3880.95,1,
1322,16.0009,795.914,3854.39,1,
1323,47.1453,795.595,1741.78,0,
1324,48.0132,795.111,1825.03,0,
1325,46.5094,795.802,1701.93,0,
1326,46.6399,794.269,1979.37,0,
1327,48.292,794.631,1885.21,0,
1328,49.0544,796.276,1732.29,0,
1329,49.2764,797.403,1649.64,0,
1330,50.3599,793.977,1974.98,0,
1331,48.8102,796.875,1654.62,0,
1332,50.1459,796.566,1757.65,0,
1333,49.8663,795.415,1820.11,0,
1334,49.7505,790.268,2241.04,0,
1335,7.26174,795.629,1458.26,1,
1336,9.08539,794.647,2133.94,1,
1337,5.65129,795.565,1513.5,1,
1338,7.8011,794.537,1972.79,1,
1339,7.15005,793.581,2341.48,1,
1340,11.2744,793.974,2885.23,1,
1341,6.59383,793.498,2353.85,1,
1342,6.70784,794.368,2025.39,1,
1343,10.1857,794.252,2548.37,1,
1344,10.4684,795.54,2145.51,1,
1345,5.91268,793.879,2199.41,1,
1346,7.42745,793.11,2594.99,1,
1347,4.10088,794.402,1993.03,1,
1348,8.52393,793.544,2455.25,1,
1349,8.2709,792.406,3027.42,1,
1350,8.08454,793.037,2665.83,1,
1351,9.58033,794.164,2407.89,1,
1352,7.01005,792.533,2794.42,1,
1353,9.26905,792.39,3194.73,1,
1354,10.6556,793.695,2833.99,1,
1355,11.2336,794.645,2672.56,1,
1356,16.7599,791.51,4657.2,1,
1357,11.8454,793.686,3182.15,1,
1358,10.045,792.916,3135.55,1,
1359,10.549,793.159,3115.17,1,
1360,7.24566,791.975,3118.21,1,
